timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
29596000,0.014999101,0.0013496056,-2.0961318,6.750612e-05,2.6544176e-05,-0.21696539,-0.00013591349,-5.349517e-05,0.15301108,0.0,0.0,-4.0,nan,0.0
29796000,0.015011073,0.0013543123,-2.136228,5.8575606e-05,2.3033845e-05,-0.19484292,-3.351271e-05,-1.3165176e-05,0.07941419,0.0,0.0,-4.0,1.6191314,-0.0007714966
29996000,0.015021956,0.0013585907,-2.1727142,5.2618958e-05,2.0692854e-05,-0.17650923,6.80238e-06,2.6077032e-06,0.07043938,0.0,0.0,-4.0,1.6191314,-0.00029793743
30196000,0.015031944,0.0013625183,-2.2059093,4.807564e-05,1.8905204e-05,-0.1598054,-2.554804e-05,-1.0043383e-05,0.062446393,0.0,0.0,-4.0,1.6191314,-0.000115057825
30396000,0.015040987,0.001366074,-2.2360966,4.3002914e-05,1.6911026e-05,-0.14460272,-2.554804e-05,-1.0043383e-05,0.05516855,0.0,0.0,-4.0,1.6191314,-4.4433156e-05
30596000,0.015049202,0.0013693046,-2.2635758,3.933769e-05,1.5469031e-05,-0.13075146,-2.0358711e-05,-8.005649e-06,0.048698947,0.0,0.0,-4.0,1.6191314,-1.7159246e-05
30796000,0.015056662,0.0013722383,-2.2884402,3.5265937e-05,1.38679015e-05,-0.11819429,-2.0358711e-05,-8.005649e-06,0.04303101,0.0,0.0,-4.0,1.6191314,-6.626577e-06
30996000,0.015063392,0.0013748844,-2.3109138,3.208728e-05,1.2617898e-05,-0.106836624,-1.7087907e-05,-6.7204237e-06,0.038005352,0.0,0.0,-4.0,1.6191314,-2.5590593e-06
31196000,0.01506945,0.001377266,-2.3311603,2.8681503e-05,1.12784555e-05,-0.096590534,-1.7087907e-05,-6.7204237e-06,0.033887457,0.0,0.0,-4.0,1.6191314,-9.882606e-07
31396000,0.015074922,0.0013794184,-2.3494291,2.6137943e-05,1.0278839e-05,-0.0873434,-1.4748424e-05,-5.800277e-06,0.030408368,0.0,0.0,-4.0,1.6191314,-3.8164757e-07
31596000,0.015079852,0.0013813567,-2.3659024,2.3712953e-05,9.32511e-06,-0.07900114,-1.3113022e-05,-5.159527e-06,0.027716998,0.0,0.0,-4.0,1.6191314,-1.473851e-07
31796000,0.015084299,0.0013831056,-2.3807635,2.147401e-05,8.4448075e-06,-0.07147615,-9.801239e-06,-3.8444996e-06,0.026083395,0.0,0.0,-4.0,1.6191314,-5.6917354e-08
31996000,0.015088322,0.0013846868,-2.3941953,1.9398303e-05,7.627946e-06,-0.06467704,4.582107e-07,2.6077032e-07,0.025282735,0.0,0.0,-4.0,1.6191314,-2.1980409e-08
32196000,0.015091972,0.0013861225,-2.4063456,1.7593837e-05,6.9191346e-06,-0.058515858,-6.4969063e-06,-2.5592744e-06,0.023490429,0.0,0.0,-4.0,1.6191314,-8.488418e-09
32396000,0.0150952805,0.0013874234,-2.4173517,1.5909925e-05,6.2570343e-06,-0.052919097,-6.210059e-06,-2.4400651e-06,0.019274903,0.0,0.0,-4.0,1.6191314,-3.2780667e-09
32596000,0.015098278,0.0013886024,-2.4273295,1.4383818e-05,5.656594e-06,-0.047845993,-5.9083104e-06,-2.3208559e-06,0.015168643,0.0,0.0,-4.0,1.6191314,-1.2659275e-09
32796000,0.015100988,0.001389668,-2.4363449,1.3002108e-05,5.1132265e-06,-0.04325766,-5.595386e-06,-2.2053719e-06,0.011370018,0.0,0.0,-4.0,1.6191314,-4.888774e-10
32996000,0.01510343,0.0013906291,-2.4444792,1.17563595e-05,4.623131e-06,-0.039118756,-5.32344e-06,-2.1010637e-06,0.007806152,0.0,0.0,-4.0,1.6191314,-1.887952e-10
33196000,0.015105635,0.0013914969,-2.4518232,1.0631608e-05,4.1803164e-06,-0.03538278,-5.058944e-06,-1.9967556e-06,0.004398942,0.0,0.0,-4.0,1.6191314,-7.2909144e-11
33396000,0.015107626,0.0013922808,-2.4584596,9.615712e-06,3.7803425e-06,-0.0320093,-4.801899e-06,-1.8961728e-06,0.0011981726,0.0,0.0,-4.0,1.6191314,-2.8156135e-11
33596000,0.015109424,0.001392988,-2.4644485,8.699999e-06,3.4201983e-06,-0.028963089,0.0,0.0,0.0,0.0,0.0,0.0,1.6191314,-1.0873369e-11
33796000,0.015111043,0.0013936255,-2.4698503,7.876837e-06,3.0959482e-06,-0.026216505,0.0,0.0,0.0,0.0,0.0,0.0,1.6191314,-4.1990894e-12
33996000,0.015112508,0.0013942015,-2.4747267,7.1307327e-06,2.8029237e-06,-0.023735046,0.0,0.0,0.0,0.0,0.0,0.0,1.6191314,-1.6216092e-12
34196000,0.015113833,0.0013947225,-2.4791358,6.457551e-06,2.5379672e-06,-0.021492958,0.0,0.0,0.0,0.0,0.0,0.0,1.6191314,-6.26235e-13
34396000,0.01511503,0.0013951933,-2.4831254,5.848094e-06,2.2983254e-06,-0.019462585,0.0,0.0,0.0,0.0,0.0,0.0,1.6191314,-2.4184016e-13
